image_path,label
data/processed/bus/MVI_40751_f00480_451_255.jpg,bus
data/processed/background/bg_MVI_40141_img01541_0_0.jpg,background
data/processed/background/bg_MVI_40981_img00281_832_0.jpg,background
data/processed/bus/MVI_39781_f01049_826_134.jpg,bus
data/processed/truck/MVI_40981_f01634_387_183.jpg,truck
data/processed/car/MVI_40732_f00266_162_396.jpg,car
data/processed/background/bg_MVI_39371_img00081_832_0.jpg,background
data/processed/truck/MVI_39781_f01639_318_57.jpg,truck
data/processed/bus/MVI_40162_f01436_101_300.jpg,bus
data/processed/bus/MVI_20063_f00004_305_111.jpg,bus
data/processed/bus/MVI_39781_f01189_444_55.jpg,bus
data/processed/background/bg_MVI_39311_img00161_0_412.jpg,background
data/processed/bus/MVI_20061_f00194_760_56.jpg,bus
data/processed/car/MVI_40211_f00334_1_459.jpg,car
data/processed/bus/MVI_40162_f01470_330_74.jpg,bus
data/processed/bus/MVI_39851_f01171_81_86.jpg,bus
data/processed/bus/MVI_20033_f00505_840_151.jpg,bus
data/processed/bus/MVI_20063_f00639_293_115.jpg,bus
data/processed/bus/MVI_40131_f00793_48_119.jpg,bus
data/processed/background/bg_MVI_40244_img01081_0_0.jpg,background
data/processed/car/MVI_63521_f01320_288_78.jpg,car
data/processed/background/bg_MVI_40775_img00141_0_0.jpg,background
data/processed/truck/MVI_63553_f01084_546_402.jpg,truck
data/processed/bus/MVI_40751_f00635_1_293.jpg,bus
data/processed/bus/MVI_39781_f01262_95_145.jpg,bus
data/processed/background/bg_MVI_40141_img00821_0_412.jpg,background
data/processed/truck/MVI_20052_f00406_497_82.jpg,truck
data/processed/bus/MVI_39821_f00489_663_266.jpg,bus
data/processed/car/MVI_40162_f01615_731_233.jpg,car
data/processed/car/MVI_39851_f00660_264_189.jpg,car
data/processed/bus/MVI_39851_f01129_81_86.jpg,bus
data/processed/bus/MVI_40161_f00201_333_44.jpg,bus
data/processed/bus/MVI_40732_f02100_233_247.jpg,bus
data/processed/truck/MVI_40141_f00170_158_442.jpg,truck
data/processed/bus/MVI_40243_f00347_768_134.jpg,bus
data/processed/car/MVI_63521_f01463_67_153.jpg,car
data/processed/bus/MVI_39781_f01338_69_94.jpg,bus
data/processed/car/MVI_40201_f00763_493_274.jpg,car
data/processed/car/MVI_40752_f01227_36_431.jpg,car
data/processed/truck/MVI_63521_f01271_730_147.jpg,truck
data/processed/background/bg_MVI_40863_img00441_832_0.jpg,background
data/processed/car/MVI_63521_f00701_97_182.jpg,car
data/processed/truck/MVI_40211_f01462_698_153.jpg,truck
data/processed/bus/MVI_20063_f00308_310_110.jpg,bus
data/processed/bus/MVI_40162_f01311_345_78.jpg,bus
data/processed/bus/MVI_40751_f00774_1_254.jpg,bus
data/processed/background/bg_MVI_40211_img00521_832_412.jpg,background
data/processed/bus/MVI_20052_f00076_407_19.jpg,bus
data/processed/bus/MVI_20012_f00701_347_46.jpg,bus
data/processed/bus/MVI_63521_f01121_779_1.jpg,bus
data/processed/bus/MVI_63521_f01646_796_1.jpg,bus
data/processed/truck/MVI_40751_f00880_710_374.jpg,truck
data/processed/truck/MVI_63562_f00876_368_193.jpg,truck
data/processed/truck/MVI_20011_f00101_858_144.jpg,truck
data/processed/bus/MVI_39771_f00162_671_160.jpg,bus
data/processed/truck/MVI_40201_f00861_588_307.jpg,truck
data/processed/bus/MVI_63553_f00467_389_105.jpg,bus
data/processed/bus/MVI_20012_f00569_412_19.jpg,bus
data/processed/bus/MVI_20034_f00451_1_414.jpg,bus
data/processed/bus/MVI_40131_f01230_680_61.jpg,bus
data/processed/bus/MVI_20012_f00118_363_113.jpg,bus
data/processed/bus/MVI_40732_f00936_397_470.jpg,bus
data/processed/background/bg_MVI_20032_img00281_832_412.jpg,background
data/processed/bus/MVI_40162_f01085_345_76.jpg,bus
data/processed/truck/MVI_63521_f01443_217_43.jpg,truck
data/processed/truck/MVI_40981_f00241_172_96.jpg,truck
data/processed/background/bg_MVI_40991_img00621_0_0.jpg,background
data/processed/truck/MVI_40181_f00267_231_218.jpg,truck
data/processed/bus/MVI_40131_f01307_637_28.jpg,bus
data/processed/bus/MVI_20052_f00395_414_13.jpg,bus
data/processed/bus/MVI_20063_f00747_50_264.jpg,bus
data/processed/bus/MVI_39761_f00527_592_106.jpg,bus
data/processed/truck/MVI_40732_f00121_1_336.jpg,truck
data/processed/background/bg_MVI_39211_img00961_832_412.jpg,background
data/processed/truck/MVI_20035_f00625_243_211.jpg,truck
data/processed/bus/MVI_39761_f00464_637_130.jpg,bus
data/processed/car/MVI_40241_f00574_156_210.jpg,car
data/processed/truck/MVI_40191_f00736_720_183.jpg,truck
data/processed/background/bg_MVI_40701_img00301_0_0.jpg,background
data/processed/bus/MVI_40751_f00693_1_299.jpg,bus
data/processed/bus/MVI_39781_f01401_70_98.jpg,bus
data/processed/background/bg_MVI_40991_img00081_0_0.jpg,background
data/processed/background/bg_MVI_40701_img00401_832_0.jpg,background
data/processed/bus/MVI_20033_f00498_844_153.jpg,bus
data/processed/bus/MVI_20012_f00916_346_46.jpg,bus
data/processed/car/MVI_20052_f00276_864_180.jpg,car
data/processed/bus/MVI_40751_f00826_1_263.jpg,bus
data/processed/bus/MVI_40243_f00319_588_236.jpg,bus
data/processed/bus/MVI_20012_f00230_349_119.jpg,bus
data/processed/bus/MVI_63521_f00265_771_1.jpg,bus
data/processed/background/bg_MVI_39771_img00301_0_0.jpg,background
data/processed/bus/MVI_20061_f00188_875_68.jpg,bus
data/processed/bus/MVI_40732_f00024_695_221.jpg,bus
data/processed/bus/MVI_40751_f00486_427_258.jpg,bus
data/processed/background/bg_MVI_20061_img00101_0_0.jpg,background
data/processed/car/MVI_40204_f00628_386_463.jpg,car
data/processed/truck/MVI_40981_f01041_426_110.jpg,truck
data/processed/background/bg_MVI_40771_img01441_832_412.jpg,background
data/processed/bus/MVI_20061_f00335_768_29.jpg,bus
data/processed/background/bg_MVI_39051_img00421_832_0.jpg,background
data/processed/car/MVI_40161_f00477_294_322.jpg,car
data/processed/bus/MVI_20034_f00352_314_66.jpg,bus
data/processed/bus/MVI_40751_f00236_1_215.jpg,bus
data/processed/bus/MVI_39761_f01253_554_127.jpg,bus
data/processed/bus/MVI_39781_f01436_624_62.jpg,bus
data/processed/bus/MVI_40131_f00771_118_97.jpg,bus
data/processed/bus/MVI_39781_f01574_624_62.jpg,bus
data/processed/bus/MVI_40751_f00916_1_266.jpg,bus
data/processed/background/bg_MVI_20011_img00141_832_412.jpg,background
data/processed/car/MVI_40243_f00438_653_226.jpg,car
data/processed/car/MVI_40243_f00365_394_171.jpg,car
data/processed/car/MVI_63553_f00771_872_307.jpg,car
data/processed/car/MVI_40241_f01110_179_234.jpg,car
data/processed/bus/MVI_40131_f00054_306_36.jpg,bus
data/processed/bus/MVI_40162_f00934_1_146.jpg,bus
data/processed/truck/MVI_40244_f00088_588_162.jpg,truck
data/processed/truck/MVI_20063_f00363_877_175.jpg,truck
data/processed/car/MVI_63562_f00432_81_392.jpg,car
data/processed/bus/MVI_39781_f01468_624_62.jpg,bus
data/processed/truck/MVI_20035_f00467_433_195.jpg,truck
data/processed/bus/MVI_40161_f00210_334_42.jpg,bus
data/processed/truck/MVI_40752_f00592_317_309.jpg,truck
data/processed/bus/MVI_40751_f00609_29_288.jpg,bus
data/processed/car/MVI_63562_f00263_164_186.jpg,car
data/processed/car/MVI_40161_f00227_193_157.jpg,car
data/processed/bus/MVI_40752_f01467_65_338.jpg,bus
data/processed/car/MVI_40213_f01577_660_187.jpg,car
data/processed/background/bg_MVI_40204_img00181_0_412.jpg,background
data/processed/bus/MVI_39781_f01243_444_54.jpg,bus
data/processed/car/MVI_40161_f01295_178_191.jpg,car
data/processed/car/MVI_63562_f00256_644_227.jpg,car
data/processed/car/MVI_40992_f01042_429_193.jpg,car
data/processed/truck/MVI_40191_f01534_637_190.jpg,truck
data/processed/bus/MVI_20012_f00654_360_45.jpg,bus
data/processed/background/bg_MVI_39031_img00841_0_412.jpg,background
data/processed/bus/MVI_20033_f00611_832_142.jpg,bus
data/processed/bus/MVI_63521_f01382_735_1.jpg,bus
data/processed/background/bg_MVI_63552_img00261_832_0.jpg,background
data/processed/bus/MVI_39781_f01157_57_69.jpg,bus
data/processed/truck/MVI_40981_f00566_80_129.jpg,truck
data/processed/bus/MVI_20064_f00780_472_36.jpg,bus
data/processed/bus/MVI_40981_f01097_245_1.jpg,bus
data/processed/background/bg_MVI_40162_img00301_832_412.jpg,background
data/processed/bus/MVI_63521_f01207_779_1.jpg,bus
data/processed/truck/MVI_40243_f00065_62_223.jpg,truck
data/processed/bus/MVI_20034_f00544_706_65.jpg,bus
data/processed/background/bg_MVI_63553_img00501_0_412.jpg,background
data/processed/truck/MVI_63563_f00469_145_125.jpg,truck
data/processed/background/bg_MVI_39511_img00261_0_412.jpg,background
data/processed/background/bg_MVI_40161_img00361_832_0.jpg,background
data/processed/car/MVI_40241_f00976_272_179.jpg,car
data/processed/truck/MVI_40981_f00327_76_398.jpg,truck
data/processed/bus/MVI_40243_f00366_806_101.jpg,bus
data/processed/background/bg_MVI_39361_img00701_832_0.jpg,background
data/processed/bus/MVI_40181_f01476_310_1.jpg,bus
data/processed/bus/MVI_39771_f00270_631_139.jpg,bus
data/processed/bus/MVI_40131_f00506_809_163.jpg,bus
data/processed/bus/MVI_63521_f00241_770_1.jpg,bus
data/processed/truck/MVI_40211_f00628_127_176.jpg,truck
data/processed/bus/MVI_40131_f00765_146_95.jpg,bus
data/processed/background/bg_MVI_39781_img01441_0_0.jpg,background
data/processed/background/bg_MVI_40854_img00321_832_0.jpg,background
data/processed/bus/MVI_40161_f00452_262_47.jpg,bus
data/processed/truck/MVI_40243_f00363_678_132.jpg,truck
data/processed/bus/MVI_40131_f00079_292_44.jpg,bus
data/processed/truck/MVI_63563_f01192_493_356.jpg,truck
data/processed/car/MVI_39861_f00509_455_459.jpg,car
data/processed/bus/MVI_39851_f00802_322_40.jpg,bus
data/processed/truck/MVI_40751_f00886_749_364.jpg,truck
data/processed/car/MVI_40992_f00341_394_184.jpg,car
data/processed/background/bg_MVI_40211_img01941_0_0.jpg,background
data/processed/bus/MVI_39771_f00212_655_153.jpg,bus
data/processed/background/bg_MVI_39311_img01221_832_0.jpg,background
data/processed/background/bg_MVI_40241_img01481_0_0.jpg,background
data/processed/bus/MVI_20034_f00584_680_50.jpg,bus
data/processed/background/bg_MVI_40892_img00241_832_0.jpg,background
data/processed/bus/MVI_40751_f00083_1_256.jpg,bus
data/processed/bus/MVI_40181_f01410_310_1.jpg,bus
data/processed/bus/MVI_40181_f01307_313_1.jpg,bus
data/processed/bus/MVI_39761_f01192_570_162.jpg,bus
data/processed/background/bg_MVI_40743_img01021_0_412.jpg,background
data/processed/bus/MVI_63521_f01101_778_1.jpg,bus
data/processed/car/MVI_40191_f02187_327_343.jpg,car
data/processed/truck/MVI_40131_f00023_1_325.jpg,truck
data/processed/car/MVI_40981_f01217_576_47.jpg,car
data/processed/car/MVI_20011_f00144_764_325.jpg,car
data/processed/bus/MVI_40204_f00665_58_18.jpg,bus
data/processed/truck/MVI_40211_f01756_172_290.jpg,truck
data/processed/truck/MVI_20012_f00535_733_201.jpg,truck
data/processed/car/MVI_40243_f00675_247_197.jpg,car
data/processed/truck/MVI_63563_f01201_741_246.jpg,truck
data/processed/car/MVI_40241_f00087_26_274.jpg,car
data/processed/bus/MVI_39781_f01848_552_74.jpg,bus
data/processed/bus/MVI_20034_f00391_824_127.jpg,bus
data/processed/background/bg_MVI_40161_img01201_832_0.jpg,background
data/processed/car/MVI_40201_f00628_771_339.jpg,car
data/processed/truck/MVI_40161_f01189_161_185.jpg,truck
data/processed/background/bg_MVI_40201_img00481_832_412.jpg,background
data/processed/bus/MVI_40751_f00536_1_252.jpg,bus
data/processed/background/bg_MVI_40992_img02061_0_0.jpg,background
data/processed/bus/MVI_20034_f00605_667_45.jpg,bus
data/processed/background/bg_MVI_40181_img00921_0_0.jpg,background
data/processed/bus/MVI_63521_f01040_814_12.jpg,bus
data/processed/bus/MVI_39781_f01199_740_81.jpg,bus
data/processed/bus/MVI_39761_f01172_578_181.jpg,bus
data/processed/truck/MVI_63521_f01261_393_44.jpg,truck
data/processed/bus/MVI_20063_f00601_307_109.jpg,bus
data/processed/bus/MVI_20061_f00346_763_21.jpg,bus
data/processed/background/bg_MVI_39761_img00821_832_412.jpg,background
data/processed/bus/MVI_40732_f00063_505_234.jpg,bus
data/processed/bus/MVI_40162_f01066_345_76.jpg,bus
data/processed/truck/MVI_40141_f00852_271_295.jpg,truck
data/processed/background/bg_MVI_39211_img01381_0_412.jpg,background
data/processed/truck/MVI_40241_f02048_92_183.jpg,truck
data/processed/bus/MVI_39821_f00420_264_133.jpg,bus
data/processed/car/MVI_40181_f01027_507_79.jpg,car
data/processed/bus/MVI_40751_f00638_1_292.jpg,bus
data/processed/bus/MVI_40244_f01163_264_108.jpg,bus
data/processed/car/MVI_40161_f00599_61_207.jpg,car
data/processed/bus/MVI_20063_f00062_312_108.jpg,bus
data/processed/background/bg_MVI_63562_img00021_832_412.jpg,background
data/processed/background/bg_MVI_40752_img00901_0_0.jpg,background
data/processed/bus/MVI_40751_f00781_1_306.jpg,bus
data/processed/car/MVI_40241_f02202_405_417.jpg,car
data/processed/bus/MVI_39781_f01824_357_21.jpg,bus
data/processed/background/bg_MVI_39781_img00941_0_412.jpg,background
data/processed/bus/MVI_63521_f00237_772_1.jpg,bus
data/processed/background/bg_MVI_40701_img00741_0_412.jpg,background
data/processed/truck/MVI_63552_f00550_14_176.jpg,truck
data/processed/background/bg_MVI_40191_img01301_0_412.jpg,background
data/processed/car/MVI_40981_f00019_32_245.jpg,car
data/processed/background/bg_MVI_40181_img01121_0_0.jpg,background
data/processed/bus/MVI_63521_f01354_756_1.jpg,bus
data/processed/bus/MVI_40181_f00054_795_1.jpg,bus
data/processed/truck/MVI_40211_f01566_496_131.jpg,truck
data/processed/car/MVI_40752_f01676_599_172.jpg,car
data/processed/bus/MVI_63521_f00691_705_1.jpg,bus
data/processed/truck/MVI_40213_f01562_362_162.jpg,truck
data/processed/background/bg_MVI_40742_img00181_0_0.jpg,background
data/processed/bus/MVI_40751_f00445_1_244.jpg,bus
data/processed/car/MVI_40204_f00863_796_202.jpg,car
data/processed/bus/MVI_20012_f00633_372_42.jpg,bus
data/processed/background/bg_MVI_20011_img00641_0_0.jpg,background
data/processed/bus/MVI_40131_f00714_293_69.jpg,bus
data/processed/truck/MVI_40243_f00413_840_207.jpg,truck
data/processed/bus/MVI_40751_f01015_1_269.jpg,bus
data/processed/car/MVI_63563_f00537_580_189.jpg,car
data/processed/bus/MVI_20052_f00340_409_13.jpg,bus
data/processed/car/MVI_63521_f01089_317_268.jpg,car
data/processed/car/MVI_63521_f00162_749_201.jpg,car
data/processed/background/bg_MVI_40161_img00901_0_0.jpg,background
data/processed/background/bg_MVI_40162_img00481_832_0.jpg,background
data/processed/car/MVI_40991_f01809_587_258.jpg,car
data/processed/truck/MVI_63563_f00116_122_134.jpg,truck
data/processed/bus/MVI_63521_f01484_797_1.jpg,bus
data/processed/background/bg_MVI_40743_img00701_832_412.jpg,background
data/processed/truck/MVI_40162_f01222_686_193.jpg,truck
data/processed/car/MVI_20035_f00554_765_279.jpg,car
data/processed/truck/MVI_40191_f00898_638_247.jpg,truck
data/processed/bus/MVI_40161_f01357_482_66.jpg,bus
data/processed/background/bg_MVI_40243_img01101_832_0.jpg,background
data/processed/bus/MVI_20011_f00650_480_39.jpg,bus
data/processed/bus/MVI_20063_f00665_272_128.jpg,bus
data/processed/bus/MVI_40131_f00776_796_154.jpg,bus
data/processed/bus/MVI_20012_f00264_350_117.jpg,bus
data/processed/truck/MVI_40213_f00974_101_466.jpg,truck
data/processed/bus/MVI_40161_f01446_406_64.jpg,bus
data/processed/car/MVI_39771_f00086_169_403.jpg,car
data/processed/bus/MVI_40181_f01146_1_222.jpg,bus
data/processed/car/MVI_40131_f00599_308_334.jpg,car
data/processed/background/bg_MVI_40992_img01281_832_0.jpg,background
data/processed/bus/MVI_63521_f00134_770_1.jpg,bus
data/processed/car/MVI_40241_f01468_1_318.jpg,car
data/processed/bus/MVI_39771_f00186_668_156.jpg,bus
data/processed/car/MVI_63562_f00925_676_205.jpg,car
data/processed/background/bg_MVI_40204_img00381_0_412.jpg,background
data/processed/truck/MVI_63553_f00787_270_142.jpg,truck
data/processed/bus/MVI_40162_f01079_1_148.jpg,bus
data/processed/bus/MVI_20034_f00485_600_43.jpg,bus
data/processed/bus/MVI_20033_f00698_834_141.jpg,bus
data/processed/bus/MVI_40131_f00102_271_48.jpg,bus
data/processed/truck/MVI_63563_f01298_512_68.jpg,truck
data/processed/bus/MVI_40131_f01135_1_186.jpg,bus
data/processed/truck/MVI_63553_f01188_573_220.jpg,truck
data/processed/bus/MVI_63521_f01016_843_24.jpg,bus
data/processed/truck/MVI_40241_f01300_1_270.jpg,truck
data/processed/bus/MVI_40161_f01301_827_110.jpg,bus
data/processed/background/bg_MVI_40853_img00001_0_412.jpg,background
data/processed/truck/MVI_40191_f00038_680_467.jpg,truck
data/processed/bus/MVI_40161_f00016_441_48.jpg,bus
data/processed/bus/MVI_39821_f00433_301_147.jpg,bus
data/processed/bus/MVI_39781_f01193_78_114.jpg,bus
data/processed/truck/MVI_63521_f01098_749_183.jpg,truck
data/processed/bus/MVI_40131_f00499_818_173.jpg,bus
data/processed/truck/MVI_40241_f01082_124_187.jpg,truck
data/processed/truck/MVI_40152_f00042_486_318.jpg,truck
data/processed/background/bg_MVI_40892_img00341_0_412.jpg,background
data/processed/car/MVI_40981_f01831_344_369.jpg,car
data/processed/truck/MVI_40211_f01524_734_136.jpg,truck
data/processed/bus/MVI_20012_f00265_350_117.jpg,bus
data/processed/car/MVI_40752_f00113_486_234.jpg,car
data/processed/car/MVI_40211_f01941_457_396.jpg,car
data/processed/truck/MVI_63521_f01478_19_146.jpg,truck
data/processed/bus/MVI_40751_f00500_366_260.jpg,bus
data/processed/car/MVI_40732_f00091_193_413.jpg,car
data/processed/car/MVI_40981_f00842_186_89.jpg,car
data/processed/car/MVI_63563_f00502_827_173.jpg,car
data/processed/truck/MVI_20035_f00638_187_265.jpg,truck
data/processed/background/bg_MVI_40775_img00121_0_0.jpg,background
data/processed/bus/MVI_39851_f01312_1_133.jpg,bus
data/processed/truck/MVI_40213_f01603_17_91.jpg,truck
data/processed/truck/MVI_63552_f00709_108_202.jpg,truck
data/processed/truck/MVI_40201_f00071_141_137.jpg,truck
data/processed/truck/MVI_40191_f01358_287_328.jpg,truck
data/processed/bus/MVI_40162_f01530_288_71.jpg,bus
data/processed/background/bg_MVI_40792_img00101_0_0.jpg,background
data/processed/car/MVI_20011_f00503_581_391.jpg,car
data/processed/bus/MVI_39781_f01548_73_100.jpg,bus
data/processed/truck/MVI_40191_f00848_151_227.jpg,truck
data/processed/bus/MVI_40161_f00437_277_46.jpg,bus
data/processed/background/bg_MVI_39371_img01021_832_0.jpg,background
data/processed/bus/MVI_40181_f01036_809_1.jpg,bus
data/processed/bus/MVI_40732_f01580_1_330.jpg,bus
data/processed/bus/MVI_20034_f00305_837_139.jpg,bus
data/processed/truck/MVI_63521_f01504_783_166.jpg,truck
data/processed/bus/MVI_40161_f00029_419_47.jpg,bus
data/processed/car/MVI_40131_f01239_775_380.jpg,car
data/processed/car/MVI_39821_f00821_452_212.jpg,car
data/processed/background/bg_MVI_40732_img00981_832_0.jpg,background
data/processed/truck/MVI_40211_f00763_701_140.jpg,truck
data/processed/bus/MVI_39781_f01307_152_220.jpg,bus
data/processed/bus/MVI_20063_f00222_307_105.jpg,bus
data/processed/car/MVI_40241_f01212_654_192.jpg,car
data/processed/truck/MVI_63521_f01541_695_50.jpg,truck
data/processed/background/bg_MVI_40701_img00601_0_412.jpg,background
data/processed/bus/MVI_40161_f00294_336_48.jpg,bus
data/processed/bus/MVI_20034_f00064_837_141.jpg,bus
data/processed/bus/MVI_20012_f00806_347_50.jpg,bus
data/processed/car/MVI_40191_f00403_837_344.jpg,car
data/processed/background/bg_MVI_39851_img01001_0_412.jpg,background
data/processed/bus/MVI_40131_f00155_216_97.jpg,bus
data/processed/background/bg_MVI_40792_img00461_0_0.jpg,background
data/processed/bus/MVI_40131_f01018_1_186.jpg,bus
data/processed/bus/MVI_39781_f01207_441_56.jpg,bus
data/processed/car/MVI_40201_f00002_601_372.jpg,car
data/processed/truck/MVI_40141_f00857_234_321.jpg,truck
data/processed/background/bg_MVI_39501_img00001_0_0.jpg,background
data/processed/background/bg_MVI_40771_img00861_0_412.jpg,background
data/processed/bus/MVI_20012_f00700_347_46.jpg,bus
data/processed/truck/MVI_40213_f00298_80_153.jpg,truck
data/processed/bus/MVI_20011_f00659_469_38.jpg,bus
data/processed/background/bg_MVI_40981_img01941_0_0.jpg,background
data/processed/bus/MVI_40213_f00770_197_114.jpg,bus
data/processed/bus/MVI_40243_f00321_613_224.jpg,bus
data/processed/background/bg_MVI_40743_img01041_832_412.jpg,background
data/processed/background/bg_MVI_40211_img00421_832_412.jpg,background
data/processed/bus/MVI_40751_f01097_1_265.jpg,bus
data/processed/bus/MVI_39761_f00400_736_177.jpg,bus
data/processed/bus/MVI_63521_f01681_791_1.jpg,bus
data/processed/truck/MVI_39851_f00777_383_208.jpg,truck
data/processed/truck/MVI_40191_f00187_1_208.jpg,truck
data/processed/bus/MVI_63521_f01118_779_1.jpg,bus
data/processed/bus/MVI_39851_f01148_81_86.jpg,bus
data/processed/background/bg_MVI_40131_img00181_832_412.jpg,background
data/processed/bus/MVI_40751_f00939_1_267.jpg,bus
data/processed/car/MVI_40213_f00603_715_351.jpg,car
data/processed/bus/MVI_39821_f00411_258_126.jpg,bus
data/processed/truck/MVI_40191_f00451_1_404.jpg,truck
data/processed/truck/MVI_20064_f00144_776_354.jpg,truck
